2019-10-21 12:37:04.755 200 "GET http 127.0.0.1:8899 / HTTP/1.1" 1.435, 127.0.0.1, "", "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
2019-10-21 12:37:04.856 200 "GET http 127.0.0.1:8899 /api/sip HTTP/1.1" 0.544, 127.0.0.1, "http://127.0.0.1:8899/page/index.html?02", "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
2019-10-21 12:37:04.857 200 "GET http 127.0.0.1:8899 /api/lists HTTP/1.1" 0.442, 127.0.0.1, "http://127.0.0.1:8899/page/index.html?02", "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
2019-10-21 12:37:09.116 200 "GET http 127.0.0.1:8899 / HTTP/1.1" 0.470, 127.0.0.1, "", "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
2019-10-21 12:37:09.146 200 "GET http 127.0.0.1:8899 /api/lists HTTP/1.1" 0.447, 127.0.0.1, "http://127.0.0.1:8899/page/index.html?02", "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
2019-10-21 12:37:09.146 200 "GET http 127.0.0.1:8899 /api/sip HTTP/1.1" 0.506, 127.0.0.1, "http://127.0.0.1:8899/page/index.html?02", "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
2019-10-21 12:37:11.166 200 "GET http 127.0.0.1:8899 / HTTP/1.1" 0.409, 127.0.0.1, "", "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
2019-10-21 12:37:11.197 200 "GET http 127.0.0.1:8899 /api/lists HTTP/1.1" 0.955, 127.0.0.1, "http://127.0.0.1:8899/page/index.html?02", "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
2019-10-21 12:37:11.197 200 "GET http 127.0.0.1:8899 /api/sip HTTP/1.1" 1.307, 127.0.0.1, "http://127.0.0.1:8899/page/index.html?02", "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
2019-10-21 12:37:12.043 200 "GET http 127.0.0.1:8899 / HTTP/1.1" 0.502, 127.0.0.1, "", "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
2019-10-21 12:37:12.081 200 "GET http 127.0.0.1:8899 /api/lists HTTP/1.1" 0.344, 127.0.0.1, "http://127.0.0.1:8899/page/index.html?02", "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
2019-10-21 12:37:12.081 200 "GET http 127.0.0.1:8899 /api/sip HTTP/1.1" 0.463, 127.0.0.1, "http://127.0.0.1:8899/page/index.html?02", "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
2019-10-21 12:37:18.553 200 "GET http 127.0.0.1:8899 / HTTP/1.1" 0.559, 127.0.0.1, "", "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
2019-10-21 12:37:18.582 200 "GET http 127.0.0.1:8899 /api/lists HTTP/1.1" 0.259, 127.0.0.1, "http://127.0.0.1:8899/page/index.html?02", "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
